;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
67;23195230;NEOMUNDO - AUT;BUCARAMANGA;SANTANDER;MEDIO MAGDALENA;7.102611111;-73.10730556;2005-07-26 16:00:00;2022-02-22 18:00:00;60.0;60.0;(79278, 3);1132.1;500.1;899.945605338178;39.67630804160823;905.8
68;26125720;CENTRO DE LA GUADUA - AUT;CÓRDOBA;QUINDÍO;CAUCA;4.402047222;-75.716025;2018-04-25 19:00:00;2020-09-24 09:00:00;1140.0;60.0;(16932, 3);888.6;876.2;883.2614339711816;1.8853375767642382;883.4
69;51025060;BIOTOPO - AUT;BARBACOAS;NARIÑO;MIRA;1.408638889;-78.28161111;2005-11-26 01:00:00;2019-10-06 17:00:00;60.0;60.0;(62893, 3);967.2;554.9;957.1053153769;10.040546369603558;957.4
70;26095320;EL VINCULO - AUT;BUGA;VALLE DEL CAUCA;CAUCA;3.834805556;-76.30000556;2005-06-10 17:00:00;2022-05-26 23:00:00;300.0;60.0;(102996, 3);948.6;582.3;898.3746417336562;25.264446310217426;904.8
71;48015040;PTO NARIÑO;PUERTO NARIÑO;AMAZONAS;AMAZONAS - DIRECTOS;-3.78;-70.363;2007-05-18 16:00:00;2021-10-02 11:00:00;60.0;1.0;(500299, 3);1014.1;555.1;993.6066018520864;40.89990023693003;997.7
72;24055070;SAN  VICENTE DE CHUCURI  - AUT;SAN VICENTE DE CHUCURÍ;SANTANDER;MEDIO MAGDALENA;6.823388889;-73.47205556;2005-04-19 18:00:00;2022-05-26 23:00:00;60.0;60.0;(84213, 3);898.3;574.5;861.8067471767865;86.57364649064397;889.1
73;56019010;BAHIA SOLANO - En Siniestro;BAHÍA SOLANO (MUTIS);CHOCÓ;PACÍFICO - DIRECTOS;6.269;-77.433;2005-09-08 10:00:00;2008-07-17 07:00:00;60.0;60.0;(5985, 3);1017.1;587.0;993.828370927316;74.70817583064505;1010.7
74;15075501;AEROPUERTO PUERTO BOLIVAR  - AUT;URIBIA;LA GUAJIRA;CARIBE - GUAJIRA;12.22430556;-71.98288889;2014-08-20 17:00:00;2022-05-26 23:00:00;60.0;60.0;(40246, 3);1015.1;599.8;1007.6694379565655;16.990853546133884;1008.5
75;13095010;COVEÑAS - DIMAR;TOLÚ;SUCRE;CARIBE - LITORAL;9.383;-75.667;2006-07-31 19:00:00;2018-02-20 09:00:00;60.0;60.0;(78541, 3);1018.4;600.1;1010.5480195057551;13.567140945464118;1011.2
76;25025002;LOS ALAMOS;SAN SEBASTIÁN DE BUENAVISTA;MAGDALENA;BAJO MAGDALENA;9.304;-74.274;2013-05-15 13:00:00;2018-10-10 20:00:00;60.0;60.0;(36648, 3);1012.8;561.5;1005.9062268063715;5.296485757527024;1006.2
