Codigo;Estacion;Longitud;Latitud;Ciudad;Barrio;Comuna;Corregimiento;Vereda;Fecha_Instalacion;Estado
100455;Camara Nivel Hatillo;-75.39381;6.41249;Barbosa;;;;Hatillo;21/07/2020;Activa
100457;TDR Manga arriba;-75.45933;6.35192;Girardota;;;;Manga Arriba;4/08/2020;Inactiva
100460;Antena - Ajizal - Santa Elena;-75.60488;6.19354;Itagui;;;;;14/08/2020;Activa
100463;Camara  AnimalX ;-75.56532;6.22617;Medellin;;;;;14/08/2020;Inactiva
100464;Camara Ajizal;-75.60502;6.19339;Itagui;;;;Ajizal;8/09/2020;Activa
100465;Camara Jerico 3;-75.79086;5.79348;Jerico;;;;;23/09/2020;Activa
100466;Camara nivel Argos km1 Medellin-Bogota;-75.54531;6.31734;Bello;;;;;10/10/2020;Activa
100469;Alcaldia La Estrella SotanoB;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100471;Alcaldia La Estrella Piso7A;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100472;Alcaldia La Estrella Piso3C;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100473;Alcaldia La Estrella Piso7B;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100474;Alcaldia La Estrella Piso10A;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100475;Alcaldia La Estrella Piso10B;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100476;Sectorial Cabuyal;-75.61107;6.13071;Sabaneta;;;;;15/12/2020;Activa
100485;Drone DJI Mavic 2 Enterprise dual (A);-75.58864;6.25922;Medellin;;;;;29/12/2020;Activa
100486;CSAT3B  Bunker Fiscalía - Turbulencia;-75.57371;6.26851;Medellin;Caribe;05 Castilla;;;17/12/2020;Activa
100487;Antena - Bunker Fiscalia - None;-75.57371;6.26851;Medellin;Caribe;05 Castilla;;;17/12/2020;Activa
100488;Drone DJI Mavic 2 Enterprise dual (B);-75.58864;6.25922;Medellin;;;;;29/12/2020;Activa
100489;Camara Deslizamiento Hatillo ;-75.39276;6.41212;Barbosa;;;;Hatillo;8/02/2021;Activa
100490;Antena hatillo deslizamiento;-75.39269;6.412;Barbosa;;;;;8/02/2021;Activa
100491;Antena hatillo deslizamiento;-75.39269;6.412;Barbosa;;;;;8/02/2021;Inactiva
100492;Antena - Ecoparque Pan de Azucar - Torre SIATA;-75.53578;6.24965;Medellin;;;90 Santa Elena;;16/02/2021;Activa
100493;Cámara Deslizamiento El Pacífico;-75.53577;6.24965;Medellin;;;90 Santa Elena;;16/02/2021;Activa
100494;Camara termica FLIR Parque 3 Aguas- monitoreo de incendios-IR;-75.63523;6.09628;Caldas;;;;La Miel;17/02/2021;Activa
100495;Camara Animal X - Palmas;-75.56507;6.22624;Medellin;San Diego;10 La Candelaria;;;5/03/2021;Activa
100496;Camara deslizamiento La Valeria ;-75.64334;6.09161;Caldas;;;;La Valeria;12/03/2021;Activa
100497;Antena Deslizamiento Atavanza Rodeo Alto 1;-75.60488;6.20381;Medellin;La Hondonada;16 Belen;;;26/03/2021;Activa
100498;Camara Socavacion Metro Acevedo;-75.55783;6.3007;Medellin;La Francia;02 Santa Cruz;;;23/03/2021;Activa
100499;Antena deslizamiento Tierra Amarilla - Sectorial Sur;-75.65849;6.15345;La Estrella;;;;Tierra Amarilla;24/03/2021;Activa
100500;Camara Deslizamiento Tierra Amarilla;-75.65849;6.15345;La Estrella;;;;Tierra Amarilla;24/03/2021;Activa
100501;Camara Deslizamiento Metro Acevedo ;-75.55783;6.3007;Medellin;La Francia;02 Santa Cruz;;;23/03/2021;Activa
100502;Camara Deslizamiento Atavanza Rodeo Alto 1;-75.60488;6.20381;Medellin;La Hondonada;16 Belen;;;26/03/2021;Activa
100503;Camara Animal X - Via Las Palmas;-75.56491;6.22619;Medellin;San Diego;10 La Candelaria;;;26/03/2021;Activa
100504;Camara Deslizamiento Atavanza Rodeo Alto 2;-75.60415;6.20372;Medellin;La Hondonada;16 Belen;;;26/03/2021;Activa
100505;Antena Deslizamiento Atavanza Rodeo Alto 2;-75.60415;6.20372;Medellin;La Hondonada;16 Belen;;;26/03/2021;Activa
100506;Camara Potrerito 2;-75.58249;6.33075;Bello;;;;Potrerito;29/06/2021;Activa
100507;Ant los Gomez a tanque la Y;-75.61034;6.18992;Medellin;;;;;23/05/2021;Activa
100508;Ant tanques la Y a los Gomez ;-75.55071;6.18264;Envigado;;;;;23/05/2021;Activa
100509;Antena Pluvio Jalisco - La Candelaria;-75.59703;6.3143;Bello;;;;;6/04/2021;Activa
100510;Alcaldia  itagui ejec-piso 05B;-75.3631;6.1024;Itagui;;;;;6/04/2021;Activa
100511;Antena la Candelaria- Paradero Jalisco;-75.5425;6.29362;Medellin;;;;;6/04/2021;Activa
100512;Alcaldia de medellin piso 1A;-75.3425;6.14418;Medellin;;;;;6/04/2021;Activa
100513;Alcaldia de medellin piso 1B;-75.3425;6.14418;Medellin;;;;;6/04/2021;Activa
100514;Alcaldia  itagui jud-sotano 01A;-75.3632;6.1025;Itagui;;;;;6/04/2021;Activa
100515;Alcaldia  itagui leg-sotano 01A;-75.3631;6.1025;Itagui;;;;;6/04/2021;Activa
100516;Alcaldia  itagui ejec-sotano 01A;-75.3631;6.1024;Itagui;;;;;6/04/2021;Activa
100517;Alcaldia  itagui jud-Piso 06A;-75.3631;6.1025;Itagui;;;;;6/04/2021;Activa
100518;Alcaldia  itagui jud-Piso 06B;-75.3632;6.1025;Itagui;;;;;6/04/2021;Activa
100519;Alcaldia  itagui leg-piso 10A;-75.3631;6.1025;Itagui;;;;;6/04/2021;Activa
100520;Alcaldia  itagui leg-piso 10B;-75.3631;6.1025;Itagui;;;;;6/04/2021;Activa
100521;Alcaldia  itagui ejec-piso 05A;-75.3631;6.1024;Itagui;;;;;6/04/2021;Activa
100522;Ant radar meteo - Alcaldia itagui;-75.52877;6.19074;Medellin;;;;;16/04/2021;Activa
100523;Alcaldia de Medellin piso 1C;-75.3426;6.144;Medellin;;;;;16/04/2021;Activa
100524;Alcaldia de Medellin piso 7A;-75.5722;6.24474;Medellin;;;;;16/04/2021;Activa
100525;Alcaldia de Medellin piso 7B;-75.5725;6.24373;Medellin;;;;;16/04/2021;Activa
100526;Alcaldia de Medellin piso 14A;-75.57364;6.244;Medellin;;;;;16/04/2021;Activa
100527;Alcaldia de Medellin piso 14B;-75.57364;6.244;Medellin;;;;;16/04/2021;Activa
100528;Alcal Itagui - Radar;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100529;Edif Concejo - Edif Alcaldia;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100530;Edif Alcaldia - Edif Concejo;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100531;Edif Fiscalia sur - Edif Consejo;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100532;Edif Consejo - Edif Fiscalia sur;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100533;Edif Consejo - Edif Fiscalia Norte;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100534;Edif Fiscalia Norte - Edif Consejo;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100535;Ant Shake San Antonio de prado a Radar;-75.66553;6.19249;Medellin;;;;;23/05/2021;Activa
100536;Shake CEDEPRO ;-75.63618;6.2195;Medellin;;;70 Altavista;Buga - Patio Bonito;22/07/2021;Activa
100537;Shake San Cristobal Travesias;-75.63656;6.29249;Medellin;;;60 San Cristobal;Travesias;23/07/2021;Activa
100538;Edif Consejo Alc Itagui;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100539;Edif Alc Itagui;-75.60894;6.17361;Itagui;;;;;16/04/2021;Activa
100540;Antena AMVA - Edificio Plaza La Libertad;-75.57398;6.24223;Medellín;Calle Nueva;10 La Candelaria;;;15/10/2021;Activa
100541;Antena Sectorial Torre Siata - Colegio Lusitania;-75.58867;6.25925;Medellín;Estadio;11 Laureles - Estadio;;;21/10/2021;Activa
100542;Ant Acelero metroacevedo a Amapolita;-75.55788;6.30155;Medellin;;;;;23/05/2021;Activa
100543;Antena Deslizamiento Primavera;-75.63264;6.06291;Caldas;;;;Primavera;5/05/2021;Activa
100544;Camara Deslizamiento Primavera ;-75.63264;6.06291;Caldas;;;;Primavera;5/05/2021;Activa
100545;Camara Deslizamiento Palmas Carulla;-75.56478;6.21753;Medellin;Castropol;14 El Poblado;;;30/03/2021;Activa
100546;Ant deslizamiento palmas carulla;-75.56478;6.21753;Medellin;;;;;16/04/2021;Activa
100547;Antena rodeo alto a Carulla palmas;-75.60461;6.2036;Medellin;;;;;23/05/2021;Activa
100548;Antena radar a rodeo alto;-75.52876;6.19085;Medellin;;;;;23/05/2021;Activa
100549;Antena sectorial Mega colegio;-75.58592;6.31037;Medellin;;;;;23/05/2021;Activa
100550;Antena Sectorial sur 2;-75.52896;6.1907;Medellin;;;;;23/05/2021;Activa
100551;Antena ITM Robledo a sectorial centro;-75.58886;6.2736;Medellin;;;;;24/05/2021;Activa
100552;Antena Metro Estrella a Radar;-75.62741;6.15231;La Estrella;;;;;23/05/2021;Inactiva
100553;TDR San Jose - Los Tanques;-75.66124;6.16771;La Estrella;;;80 San Antonio de Prado;San Jose;30/04/2021;Activa
100554;Ant est policia los Gómez a Radar;-75.61035;6.18991;Itagüí;;;;;23/05/2021;Activa
100555;TDR Oasis Moravia;-75.56722;6.28267;Medellin;Moravia;04 Aranjuez;;;18/06/2021;Activa
100556;Ant TDR Moravía a IE Jesus Maria V;-75.34234;6.16571;Medellin;;;;;23/05/2021;Activa
100557;Ant San José TDR  a  sectorial sur 2;-75.66124;6.1678;Medellin;;;;;23/05/2021;Activa
100558; Ant socavacion metroacevedo a Amapolita;-75.55783;6.3007;Medellin;;;;;23/05/2021;Activa
100559;Ant Acelero2 metroacevedo a Amapolita;-75.55788;6.30155;Medellin;;;;;23/05/2021;Activa
100560;Ant Acelero3 metroacevedo a Amapolita;-75.55772;6.30184;Medellin;;;;;23/05/2021;Activa
100561;Ant IE Jesus Maria V a TDR Moravia;-75.34559;6.18219;Medellin;;;;;23/05/2021;Activa
100562;Camara Termica FLIR Lusitania;-75.61853;6.27893;Medellín;Las Flores;;60 San Cristobal;Zona Urbana;22/10/2021;Activa
100563;Camara Visible Lusitania;-75.61853;6.27893;Medellín;Las Flores;;60 San Cristobal;Zona Urbana;22/10/2021;Activa
100564;Antena Animal X - Cooworking El Indio;-75.56507;6.22584;Medellín;San Diego;10 La Candelaria;;;25/10/2021;Activa
100565;Ant Potrerito Bello a Quitasol;-75.58244;6.33004;Bello;;;;Potrerito;29/06/2021;Activa
100568;Ant Quitasol a Potrerito Bello;-75.55576;6.35791;Bello;;;;Tierradentro;29/06/2021;Activa
100572;Camara Potrerito 1;-75.58253;6.33057;Bello;;;;Potrerito;29/06/2021;Activa
100574;Switch Alc Estrella sismos P6;-75.64169;6.15835;La Estrella;;;;;23/07/2021;Activa
100575;Ant Torre a Ant Shake San Cristobal;-75.58864;6.25922;Medellin;;;;;23/07/2021;Inactiva
100576;Shake San Antonio de Prado Montanitas;-75.66546;6.19236;Medellin;;;80 San Antonio de Prado;Montanita;22/07/2021;Activa
100577;Ant Shake San Cristobal a Torre;-75.62245;6.27949;Medellin;;;;;23/07/2021;Activa
100578;Camara Radar Nororiente;-75.52877;6.19074;Medellin;;;90 Santa Elena;El Plan;13/08/2021;Activa
100579;Camara Radar Noroccidente;-75.52877;6.19074;Medellin;;;90 Santa Elena;El Plan;13/08/2021;Activa
100580;Camara Radar Suroccidente;-75.52877;6.19074;Medellin;;;90 Santa Elena;El Plan;13/08/2021;Activa
100581;Camara Radar Suroriente;-75.52877;6.19074;Medellin;;;90 Santa Elena;El Plan;13/08/2021;Activa
100582;Antena Raya 2 - Radar;-75.647;6.11577;La Estrella;;;;San Miguel;17/08/2021;Activa
100583;Antena Raya 2 - Poste Andalucia;-75.647;6.11577;La Estrella;;;;San Miguel;17/08/2021;Activa
100584;Camara Deslizamiento Villatina;-75.54019;6.23487;Medellin;Villatina;08 Villa Hermosa;;;2/09/2021;Activa
100585;Antena Aures a Antena Villatina;-75.59878;6.29306;Medellin;Aures;;60 San Cristobal;;1/09/2021;Activa
100586;Antena Villatina a Antena aures;-75.54001;6.23492;Medellin;Villatina;08 Villa Hermosa;;;2/09/2021;Activa
100587;Camara Deslizamiento Bermejala;-75.55837;6.27769;Medellín;Brasilia;04 Aranjuez;;;29/09/2021;Activa
100588;Antena Bermejala - Megacolegio;-75.55837;6.27769;Medellín;Brasilia;04 Aranjuez;;;29/09/2021;Activa
100589;Camara Deslizamiento Copacabana Vivero;-75.50281;6.35281;Copacabana;Sector Central;;;;13/10/2021;Activa
100590;Antena Deslizamiento Copacabana Vivero - Ciudadela Educativa La Vida;-75.50281;6.35281;Copacabana;Sector Central;;;;13/10/2021;Activa
100594;Antena Ciudadela Educativa La Vida -  Deslizamiento Copacabana Vivero;-75.50475;6.34532;Copacabana;Cristo Rey;;;Cabuyal;13/10/2021;Activa
100598;Antena Colegio Lusitania - Sectorial Torre Siata;-75.61853;6.27893;Medellín;Las Flores;;60 San Cristobal;;21/10/2021;Activa
100600;Antena Cooworking El Indio - Animal X;-75.5655;6.22574;Medellín;San Diego;10 La Candelaria;;;25/10/2021;Activa
100601;Camara Cooworking El Indio;-75.56442;6.22572;Medellín;Asomadera No. 1;09 Buenos Aires;;;26/10/2021;Inactiva
100605;Antena Sectorial Quitasol - La Garcia Bello;-75.54455;6.34701;Bello;Altos de Quitasol;Bello Comuna 7;;;16/12/2021;Activa
100608;Ant la Gabriela - Sectorial Quitasol;-75.56568;6.34376;Bello;Buenos Aires;Bello Comuna 6;;;16/12/2021;Activa
100609;Ant Santa Elena Radar - Alcaldia La Estrella;-75.52872;6.19095;Medellín;;;90 Santa Elena;El Plan;5/01/2022;Activa
